,Firmenname,Grüner Strom,OK Power,Ökotest,EcoTopTen,Utopia,Stromauskunft echter Oekostrom,Firmenanschrift_x,PLZ_x,Firmenort_x,Telefon,Website,Verfügbarkeit,Firmenanschrift_y,PLZ_y,Firmenort_y,Stromauskunft,Verivox
654,Stadtwerke Reichenbach/Vogtland GmbH,,,,,,,,,,,,,Roßplatz 13,08468,Reichenbach,True,True
655,Stadtwerke Rendsburg GmbH,,,,,,,,,,,,,Am Eiland 12,24768,Rendsburg,True,True
656,Stadtwerke Rinteln GmbH,,,,,,,,,,,,,Bahnhofsweg 6,31737,Rinteln,True,True
657,Stadtwerke Rosenheim Versorgungs GmbH,,,,,,,,,,,,,Bayerstraße 5,83022,Rosenheim,True,True
658,Stadtwerke Rotenburg (Wümme) GmbH,,,,,,,,,,,,,Mittelweg 19,27356,Rotenburg (Wümme),True,True
659,Stadtwerke Roth,,,,,,,,,,,,,Sandgasse 23,91154,Roth,True,True
660,Stadtwerke Rothenburg o.d.T. GmbH,,,,,,,,,,,,,Steinweg 25,91541,Rothenburg o.T.,True,True
661,Stadtwerke Rottenburg am Neckar GmbH,,,,,,,,,,,,,Siebenlindenstraße 19,72108,Rottenburg am Neckar,True,True
662,Stadtwerke Saalfeld GmbH,,,,,,,,,,,,,Remschützer Str. 42,07318,Saalfeld,True,True
663,Stadtwerke Schüttorf-Emsbüren GmbH,,,,,,,,,,,,,Quendorfer Straße 34,48465,Schüttorf,True,True
664,Stadtwerke Schaumburg-Lippe GmbH,,,,,,,,,,,,,An der Gasanstalt 6,31675,Bückeburg,True,True
665,Stadtwerke Scheinfeld,,,,,,,,,,,,,Karl-Lax-Str. 1,91443,Scheinfeld,True,True
666,Stadtwerke Schifferstadt,,,,,,,,,,,,,Mühlstraße 18,67105,Schifferstadt,True,True
667,Stadtwerke Schkeuditz GmbH,,,,,,,,,,,,,Edisonstr. 36,04435,Schkeuditz,True,True
668,Stadtwerke Schlitz,,,,,,,,,,,,,An der Kirche 4,36110,Schlitz,True,True
669,Stadtwerke Schneverdingen-Neuenkirchen GmbH,,,,,,,,,,,,,Harburgerstr 21,29640,Schneverdingen,True,True
670,Stadtwerke Schorndorf GmbH,,,,,,,,,,,,,Augustenstraße 7,73614,Schorndorf,True,True
671,Stadtwerke Schwäbisch Hall GmbH,,,,,,,,,,,,,An der Limpurgbrücke 1,74523,Schwäbisch Hall,True,True
672,Stadtwerke Schwabach GmbH,,,,,,,,,,,,,Ansbacher Straße.14,91126,Schwabach,True,True
673,Stadtwerke Schwedt GmbH,,,,,,,,,,,,,Heinersdorfer Damm 55 - 57,16303,Schwedt/Oder,True,True
674,Stadtwerke Schwentinental GmbH,,,,,,,,,,,,,Seebrooksberg 1,24222,Schwentinental,True,True
675,Stadtwerke Schwetzingen GmbH & Co. KG,,,,,,,,,,,,,Scheffelstr. 16,68723,Schwetzingen,True,True
676,Stadtwerke Sigmaringen,,,,,,,,,,,,,Fürst-Wilhelm-Str.15,72488,Sigmaringen,True,True
677,Stadtwerke Solingen GmbH,,,,,,,,,,,,,Beethovenstr. 210,42655,Solingen,True,True
678,Stadtwerke Soltau GmbH & Co. KG,,,,,,,,,,,,,Weinberg 46,29614,Soltau,True,True
679,Stadtwerke Sondershausen GmbH,,,,,,,,,,,,,Johann-Karl-Wezel-Straße 65,99706,Sondershausen,True,True
680,Stadtwerke Speyer GmbH,,,,,,,,,,,,,Georg-Peter-Süß Str. 2,67346,Speyer,True,True
681,Stadtwerke Staßfurt GmbH,,,,,,,,,,,,,Athenslebener Weg 15,39418,Staßfurt,True,True
682,Stadtwerke Stade GmbH,,,,,,,,,,,,,Hansestr. 18,21682,Stade,True,True
683,Stadtwerke Stein GmbH & Co. KG,,,,,,,,,,,,,Wilhelmstraße 5,90547,Stein,True,True
684,Stadtwerke Stendal GmbH,,,,,,,,,,,,,Rathenower Str. 1,39576,Stendal,True,True
685,Stadtwerke Stockach GmbH,,,,,,,,,,,,,Ablaßwiesen 8,78333,Stockach,True,True
686,Stadtwerke Straubing Strom und Gas GmbH,,,,,,,,,,,,,Sedanstraße 10 - Heerstraße 43,94315,Straubing,True,True
687,Stadtwerke Strausberg GmbH,,,,,,,,,,,,,Kastanienallee 38,15344,Strausberg,True,True
688,Stadtwerke Suhl/Zella-Mehlis GmbH,,,,,,,,,,,,,Fröhliche-Mann-Straße 2,98528,Suhl,True,True
689,Stadtwerke Tecklenburger Land Energie GmbH,,,,,,,,,,,,,Zechenstraße 10,49477,Ibbenbüren,True,True
690,Stadtwerke Teterow GmbH,,,,,,,,,,,,,Gasstraße 26,17166,Teterow,True,True
691,Stadtwerke Thale GmbH,,,,,,,,,,,,,Tunnelweg 2,06502,Thale,True,True
692,Stadtwerke Torgau GmbH,,,,,,,,,,,,,Fischerdörfchen 11,04860,Torgau,True,True
693,Stadtwerke Tornesch GmbH,,,,,,,,,,,,,Esinger Straße 1,25436,Tornesch,True,True
694,Stadtwerke Traunstein GmbH & Co. KG,,,,,,,,,,,,,Gasstrasse 37,83278,Traunstein,True,True
695,Stadtwerke Treuchtlingen,,,,,,,,,,,,,Dürerstraße 26,91757,Treuchtlingen,True,True
696,Stadtwerke Trostberg Stromversorgung GmbH,,,,,,,,,,,,,Friedrich-Ebert-Str. 2,83308,Trostberg,True,True
697,Stadtwerke Tuttlingen GmbH,,,,,,,,,,,,,Bahnhofstr. 120,78532,Tuttlingen,True,True
698,Stadtwerke Uelzen GmbH,,,,,,,,,,,,,Im neuen Felde 105,29525,Uelzen,True,True
699,Stadtwerke Uffenheim,,,,,,,,,,,,,Ringstraße 10,97215,Uffenheim,True,True
700,Stadtwerke Unna GmbH,,,,,,,,,,,,,Heinrich-Hertz-Str. 2,59423,Unna,True,True
701,Stadtwerke Uslar GmbH,,,,,,,,,,,,,Alleestr. 6-8,37170,Uslar,True,True
702,Stadtwerke Velten GmbH,,,,,,,,,,,,,Viktoriastr. 12,16727,Velten,True,True
703,Stadtwerke Verden GmbH,,,,,,,,,,,,,Weserstraße 26,27283,Verden,True,True
704,Stadtwerke Viernheim GmbH,,,,,,,,,,,,,Industriestraße 2,68519,Viernheim,True,True
705,Stadtwerke Villingen-Schwenningen GmbH,,,,,,,,,,,,,Pforzheimer Str. 1,78048,Villingen-Schwenningen,True,True
706,Stadtwerke Vilsbiburg,,,,,,,,,,,,,Kindlmühlestraße 2,84137,Vilsbiburg,True,True
707,Stadtwerke Würzburg AG,,,,,,,,,,,,,Haugerring 5,97070,Würzburg,True,True
708,Stadtwerke Wachenheim,,,,,,,,,,,,,Weinstr. 16,67157,Wachenheim,True,True
709,Stadtwerke Waldkraiburg GmbH,,,,,,,,,,,,,Meisenweg 1,84478,Waldkraiburg,True,True
710,Stadtwerke Waldshut-Tiengen GmbH,,,,,,,,,,,,,Peter-Thumb-Str. 1,79761,Waldshut-Tiengen,True,True
711,Stadtwerke Walldorf GmbH & Co. KG,,,,,,,,,,,,,Altrottstraße 39,69190,Walldorf,True,True
712,Stadtwerke Wasserburg a. Inn,,,,,,,,,,,,,Max-Emanuel-Platz 6,83512,Wasserburg a. Inn,True,True
713,Stadtwerke Weißenburg GmbH,,,,,,,,,,,,,Schlachthofstraße 19,91781,Weißenburg / Bayern,True,True
714,Stadtwerke Weißenfels GmbH,,,,,,,,,,,,,Südring 120,06667,Weißenfels,True,True
715,Stadtwerke Weiden i.d.OPf.,,,,,,,,,,,,,Gaswerkstr. 20,92637,Weiden i.d.OPf.,True,True
716,Stadtwerke Weilburg GmbH,,,,,,,,,,,,,Lessingstraße 6,35781,Weilburg,True,True
717,Stadtwerke Weilheim i.OB,,,,,,,,,,,,,Krumpperstraße 21,82362,Weilheim i.OB,True,True
718,Stadtwerke Weimar Stadtversorgungs-GmbH,,,,,,,,,,,,,Industriestraße 14,99427,Weimar,True,True
719,Stadtwerke Weinheim GmbH,,,,,,,,,,,,,Breitwieserweg 5,69469,Weinheim,True,True
720,Stadtwerke Werdau GmbH,,,,,,,,,,,,,Zwickauer Straße 39,08412,Werdau,True,True
721,Stadtwerke Wernigerode GmbH,,,,,,,,,,,,,Am Kupferhammer 38,38855,Wernigerode,True,True
722,Stadtwerke Wertheim GmbH,,,,,,,,,,,,,Mühlenstr. 60,97877,Wertheim,True,True
723,Stadtwerke Wesel GmbH,,,,,,,,,,,,,Emmericher Str. 11 - 29,46485,Wesel,True,True
724,Stadtwerke Weserbergland GmbH,,,,,,,,,,,,,Hafenstraße 14,31785,Hameln,True,True
725,Stadtwerke Wilster,,,,,,,,,,,,,Klosterhof 31,25554,Wilster,True,True
726,Stadtwerke Winnenden GmbH,,,,,,,,,,,,,Wiesenstr. 10,71364,Winnenden,True,True
727,Stadtwerke Winsen (Luhe) GmbH,,,,,,,,,,,,,Schloßring 50,21423,Winsen (Luhe),True,True
728,Stadtwerke Wismar GmbH,,,,,,,,,,,,,Flöter Weg 6 -12,23970,Wismar,True,True
729,Stadtwerke Wolfenbüttel GmbH,,,,,,,,,,,,,Am Wasserwerk 2,38304,Wolfenbüttel,True,True
730,Stadtwerke Wolfhagen GmbH,,,,,,,,,,,,,Siemensstraße 10,34466,Wolfhagen,True,True
731,Stadtwerke Zeil am Main,,,,,,,,,,,,,Bamberger Str. 20,97475,Zeil a. Main,True,True
732,Stadtwerke Zeitz GmbH,,,,,,,,,,,,,Geußnitzer Straße 74,06712,Zeitz,True,True
733,Stadtwerke Zeven GmbH,,,,,,,,,,,,,Vitus-Platz 1,27404,Zeven,True,True
734,Stadtwerke Zirndorf GmbH,,,,,,,,,,,,,Schützenstr. 12,90513,Zirndorf,True,True
735,Stadtwerke Zittau GmbH,,,,,,,,,,,,,Friedensstraße 17,02763,Zittau,True,True
736,Stadtwerke Zwiesel,,,,,,,,,,,,,Fürhaupten 9,94227,Zwiesel,True,True
737,Stadtwerkenergie Ostwestfalen-Lippe GmbH,,,,,,,,,,,,,Am Gelskamp 10,32758,Detmold,True,True
738,Strom von Föhr Vertriebs-GmbH,,,,,,,,,,,,,Buurnstrat 79,25938,Oevenum,True,True
739,Stromversorgung Greding eG,,,,,,,,,,,,,Marktplatz 9,91171,Greding,True,True
740,Stromversorgung Greifswald GmbH,,,,,,,,,,,,,Gützkower Landstraße 19-21,17489,Greifswald,True,True
741,Stromversorgung Inzell eG,,,,,,,,,,,,,Bauhofstr. 15,83334,Inzell,True,True
742,Stromversorgung Ruhpolding GmbH,,,,,,,,,,,,,Rathausstraße 12,83324,Ruhpolding,True,True
743,Stromversorgung Schierling eG,,,,,,,,,,,,,Dorfmühlstraße 4,84069,Schierling,True,True
744,Stromversorgung Seebruck eG,,,,,,,,,,,,,Haushofer Str. 20,83358,Seebruck am Chiemsee,True,True
745,Stromversorgung Sulz GmbH,,,,,,,,,,,,,Am Markplatz 1,72172,Sulz a. N.,True,True
746,Stromversorgung Zerbst GmbH & Co. KG,,,,,,,,,,,,,Dessauer Str. 76,39261,Zerbst,True,True
747,Stromversorgung der Gemeinde Hemhofen,,,,,,,,,,,,,Blumenstraße 25,91334,Hemhofen,True,True
748,TWH - Technische Werke Herbrechtingen GmbH,,,,,,,,,,,,,Bauhofstraße 8,89542,Herbrechtingen,True,True
749,TauberEnergie Kuhn,,,,,,,,,,,,,Engelsbergstraße 1,97980,Bad Mergentheim,True,True
750,Technische Werke Osning GmbH,,,,,,,,,,,,,Gartnischer Weg 127,33790,Halle in Westfalen,True,True
751,Teckwerke Bürgerenergie eG,,,,,,,,,,,,,Paradiesstr. 23 - 25,73230,Kirchheim unter Teck,True,True
752,Teutoburger Energie Netzwerk eG,,,,,,,,,,,,,Höhenweg 14,49170,Hagen a.T.W,True,True
753,Thüga Energie GmbH,,,,,,,,,,,,,Industriestraße 9,78224,Singen,True,True
754,Turbine - eine Marke der Städtischen Werke Magdeburg GmbH & Co. KG,,,,,,,,,,,,,Am Alten Theater 1,39104,Magdeburg,True,True
755,Unterfränkische Überlandzentrale Lülsfeld eG,,,,,,,,,,,,,Schallfelder Straße 11,97511,Lülsfeld,True,True
756,VWS Verbundwerke Südwestsachsen GmbH,,,,,,,,,,,,,Hartensteiner Straße 7,09350,Lichtenstein,True,True
757,Verbandsgemeinde Weilerbach Elektrizitätsversorgung,,,,,,,,,,,,,Rummelstr. 15,67685,Weilerbach,True,True
758,Verbandsgemeindewerk Bruchmühlbach-Miesau,,,,,,,,,,,,,Am Rathaus 2,66892,Bruchmühlbach-Miesau,True,True
759,Verbandsgemeindewerke Dahner Felsenland,,,,,,,,,,,,,Schulstraße 29,66994,Dahn,True,True
760,Vereinigte Gas- und Wasserversorgung GmbH,,,,,,,,,,,,,Ringstraße 144,33378,Rheda-Wiedenbrück,True,True
761,Vereinigte Stadtwerke GmbH,,,,,,,,,,,,,Schweriner Straße 90,23909,Ratzeburg,True,True
762,Vereinigte Wertach-Elektrizitätswerke GmbH,,,,,,,,,,,,,Neugablonzer Straße 21,87600,Kaufbeuren,True,True
763,Versorgungsbetrieb Waldbüttelbrunn GmbH,,,,,,,,,,,,,Lindenstraße 3,97297,Waldbüttelbrunn,True,True
764,Versorgungsbetriebe Bordesholm GmbH,,,,,,,,,,,,,Bahnhofstr. 13,24582,Bordesholm,True,True
765,Versorgungsbetriebe Elbe GmbH,,,,,,,,,,,,,Hamburger Straße 9-11,21481,Lauenburg/Elbe,True,True
766,Versorgungsbetriebe Hann. Münden GmbH,,,,,,,,,,,,,Werraweg 24,34346,Hann. Münden,True,True
767,Versorgungsbetriebe Hoyerswerda GmbH,,,,,,,,,,,,,Industriegelände Str. A Nr. 7,02977,Hoyerswerda,True,True
768,Versorgungsbetriebe Kronshagen GmbH,,,,,,,,,,,,,Kopperpahler Allee 7,24119,Kronshagen,True,True
769,Versorgungsbetriebe Zellingen,,,,,,,,,,,,,Würzburger Straße 26,97225,Zellingen,True,True
770,Vorarlberger Kraftwerke AG,,,,,,,,,,,,,Sedanstr. 19,88161,Lindenberg,True,
771,WEVG Salzgitter GmbH & Co. KG,,,,,,,,,,,,,Albert-Schweitzer-Straße 7-11,38226,Salzgitter,True,True
772,Warendorfer Energieversorgung GmbH (WEV),,,,,,,,,,,,,Hellegraben 25,48231,Warendorf,True,True
773,Weißachtal-Kraftwerke eG,,,,,,,,,,,,,Kalzhofer Str. 5,87534,Oberstaufen,True,True
774,Wendelsteinbahn GmbH,,,,,,,,,,,,,Kerschelweg 30,83098,Brannenburg,True,True
775,Werra-Strom GmbH,,,,,,,,,,,,,Hinter dem Deich 9,37213,Witzenhausen,True,True
776,Werraenergie GmbH,,,,,,,,,,,,,August-Bebel-Straße 36-38,36433,Bad Salzungen,True,True
777,WestEnergie GmbH,,,,,,,,,,,,,Mühlenstraße 30,41812,Erkelenz,True,
778,Westfalica GmbH,,,,,,,,,,,,,Steinstr. 9,32547,Bad Oeynhausen,True,True
779,Wirtschaftsbetriebe der Stadt NSHB Borkum GmbH,,,,,,,,,,,,,Hindenburgstr. 110,26757,Borkum,True,True
780,ZEAG Energie AG,,,,,,,,,,,,,Weipertstraße 41,74076,Heilbronn,True,True
781,Ziegler GmbH & Co. KG,,,,,,,,,,,,,Venedig 10,77876,Kappelrodeck,True,True
782,Zwickauer Energieversorgung GmbH,,,,,,,,,,,,,Bahnhofstr. 4,08056,Zwickau,True,True
783,e-regio GmbH & Co. KG,,,,,,,,,,,,,Rheinbacher Weg 10,53881,Euskirchen,True,True
784,e-werk Sachsenwald GmbH,,,,,,,,,,,,,Hermann-Körner-Straße 61,21465,Reinbek,True,True
785,e.wa riss GmbH & Co KG,,,,,,,,,,,,,Freiburger Straße 6,88400,Biberach,True,True
786,eins energie in sachsen GmbH & Co. KG,,,,,,,,,,,,,Augustusburger Straße 1,09111,Chemnitz,True,True
787,enQu GmbH,,,,,,,,,,,,,Speckenbeker Weg 130,24113,Kiel,True,True
788,energieversprechen.de - eine Marke der Stadtwerke Troisdorf,,,,,,,,,,,,,Poststr. 105,53840,Troisdorf,True,True
789,enwag energie- und wassergesellschaft mbH,,,,,,,,,,,,,Hermannsteiner Straße 1,35576,Wetzlar,True,True
790,enwor - energie & wasser vor ort GmbH,,,,,,,,,,,,,Kaiserstraße 86,52134,Herzogenrath,True,True
791,evd energieversorgung Dormagen GmbH,,,,,,,,,,,,,Mathias-Giesen-Straße 13,41540,Dormagen,True,True
792,ew-schmid gmbh,,,,,,,,,,,,,Untere Ringstr. 28,94437,Mamming,True,True
793,gemeinsames Kommunalunternehmen Oberes Egertal,,,,,,,,,,,,,Wunsiedler Straße 30,95163,Weißenstadt,True,True
794,grün.power GmbH,,,,,,,,,,,,,An der Fahrt 5,55124,Mainz,True,True
795,infra fürth gmbh,,,,,,,,,,,,,Leyher Straße 69,90763,Fürth,True,True
796,meine StadtEnergie - eine Marke der Urbania GmbH,,,,,,,,,,,,,Breitwieserweg 5,69469,Weinheim,True,True
797,natürlich grün - eine Marke der Smiling Green Energy GmbH,,,,,,,,,,,,,Grubesallee 24,22143,Hamburg,True,True
798,stm Stadtwerke Meerbusch GmbH,,,,,,,,,,,,,Kaarster Straße 135,40670,Meerbusch,True,True
799,strotög GmbH Strom für Töging,,,,,,,,,,,,,Werkstraße 1,84513,Töging a. Inn,True,True
800,stuttgartENERGIE - eine Marke der Stadtwerke Stuttgart Vertriebsgesellschaft mbH,,,,,,,,,,,,,Friedrichstraße 45,70174,Stuttgart,True,True
801,vivi-power GmbH,,,,,,,,,,,,,Industriestraße 2,68519,Viernheim,True,True
802,4hundred GmbH,,,,,,,,,,,,,,,,,True
803,Abens-Donau Energie GmbH,,,,,,,,,,,,,,,,,True
804,Audax Energie GmbH,,,,,,,,,,,,,,,,,True
805,Bad Honnef AG,,,,,,,,,,,,,,,,,True
806,Bauer Elektrounternehmen GmbH & Co.KG,,,,,,,,,,,,,,,,,True
807,Bayernwerk Regio Energie GmbH,,,,,,,,,,,,,,,,,True
808,Benergie-Service GmbH,,,,,,,,,,,,,,,,,True
809,BERGMANN - Elektrizität & Gas - eine Marke der LSW Energie GmbH & Co. KG,,,,,,,,,,,,,,,,,True
810,Berliner Stadtwerke GmbH,,,,,,,,,,,,,,,,,True
811,Bodensee Energie - eine Marke der Stadtwerk am See GmbH & Co. KG,,,,,,,,,,,,,,,,,True
812,Bonus Strom GmbH,,,,,,,,,,,,,,,,,True
813,Burgenland Energie GmbH,,,,,,,,,,,,,,,,,True
814,Bürger Energie Genossenschaft Freisinger Land e.G.,,,,,,,,,,,,,,,,,True
815,BürgerEnergie Solingen eG,,,,,,,,,,,,,,,,,True
816,C. Ensinger GmbH & Co.KG,,,,,,,,,,,,,,,,,True
817,CB Energie GmbH,,,,,,,,,,,,,,,,,True
818,Citiwerke - eine Marke der Thüga Energie GmbH,,,,,,,,,,,,,,,,,True
819,Cramer Mühle KG,,,,,,,,,,,,,,,,,True
820,Donau-Stadtwerke Dillingen-Lauingen,,,,,,,,,,,,,,,,,True
821,Dortmunder Energie- und Wasserversorgung GmbH,,,,,,,,,,,,,,,,,True
822,Dreipunkt Energie - eine Marke der AVU Aktiengesellschaft für Versorgungs-Unternehmen,,,,,,,,,,,,,,,,,True
823,Dreischtrom GmbH,,,,,,,,,,,,,,,,,True
824,E.VITA GmbH,,,,,,,,,,,,,,,,,True
825,EBERwerk GmbH & Co. KG,,,,,,,,,,,,,,,,,True
826,EBLD Schweiz Strom GmbH,,,,,,,,,,,,,,,,,True
827,EDIE Strom - eine Marke der MAINGAU Energie GmbH,,,,,,,,,,,,,,,,,True
828,EGF EnergieGesellschaft Frankenberg mbH,,,,,,,,,,,,,,,,,True
829,EHINGER ENERGIE Stromvertrieb GmbH & Co. KG,,,,,,,,,,,,,,,,,True
830,Eichenmüller GmbH & Co. KG,,,,,,,,,,,,,,,,,True
831,Einhorn Energie GmbH & Co. KG,,,,,,,,,,,,,,,,,True
832,Eisenacher Versorgungs-Betriebe GmbH,,,,,,,,,,,,,,,,,True
833,Elektra-Genossenschaft Pinzberg eG,,,,,,,,,,,,,,,,,True
834,Elektrizitäts-Genossenschaft Dirmstein eG,,,,,,,,,,,,,,,,,True
835,Elektrizitätsgenossenschaft Hasbergen eG,,,,,,,,,,,,,,,,,True
836,Elektrizitätsgenossenschaft Nordhalben und Umgebung eG,,,,,,,,,,,,,,,,,True
837,Elektrizitätsgenossenschaft Oesterweg eG,,,,,,,,,,,,,,,,,True
838,Elektrizitäts-Genossenschaft Röthenbach eG,,,,,,,,,,,,,,,,,True
839,Elektrizitäts-Genossenschaft Schlachters eG,,,,,,,,,,,,,,,,,True
840,Elektrizitäts-Genossenschaft Schonstett eG,,,,,,,,,,,,,,,,,True
841,Elektrizitätsgenossenschaft Unterneukirchen eG,,,,,,,,,,,,,,,,,True
842,Elektrizitätsgesellschaft Levern eG,,,,,,,,,,,,,,,,,True
843,Elektrizitäts-VersorgungGenossenschaft Perlesreut eG,,,,,,,,,,,,,,,,,True
844,Elektrizitätswerk Aach GmbH,,,,,,,,,,,,,,,,,True
845,Elektrizitätswerk Diessen Stadler GmbH,,,,,,,,,,,,,,,,,True
846,Elektrizitätswerk Georg Grandl e.K.,,,,,,,,,,,,,,,,,True
847,Elektrizitätswerk Goldbach-Hösbach GmbH & Co. KG,,,,,,,,,,,,,,,,,True
848,Elektrizitätswerk Haimmerer,,,,,,,,,,,,,,,,,True
849,Elektrizitätswerk Hauenstein,,,,,,,,,,,,,,,,,True
850,Elektrizitätswerk Heinrich Schirmer,,,,,,,,,,,,,,,,,True
851,Elektrizitätswerk Landsberg GmbH,,,,,,,,,,,,,,,,,True
852,Elektrizitätswerk Leitlein GmbH & Co. KG,,,,,,,,,,,,,,,,,True
853,Elektrizitätswerk Markt Obernzell,,,,,,,,,,,,,,,,,True
854,Elektrizitätswerk Max Peißker,,,,,,,,,,,,,,,,,True
855,Elektrizitätswerk Müller Tauberrettersheim,,,,,,,,,,,,,,,,,True
856,Elektrizitätswerk Ottenhöfen Moser GmbH & Co. KG,,,,,,,,,,,,,,,,,True
857,Elektrizitätswerk Rohmund GmbH,,,,,,,,,,,,,,,,,True
858,Elektrizitätswerk Rosenmühle e.K.,,,,,,,,,,,,,,,,,True
859,Elektrizitätswerk Schweiger GmbH,,,,,,,,,,,,,,,,,True
860,Elektrizitätswerk Weißenhorn AG,,,,,,,,,,,,,,,,,True
861,Elektrizitätswerk Wennenmühle Schörger KG,,,,,,,,,,,,,,,,,True
862,Elektro-Trück GmbH,,,,,,,,,,,,,,,,,True
863,Elogico - eine Marke der ENSTROGA AG,,,,,,,,,,,,,,,,,True
864,Emil Energie GmbH,,,,,,,,,,,,,,,,,True
865,EMMA Energie - eine Marke von TWL Energie Deutschland GmbH,,,,,,,,,,,,,,,,,True
866,eneREGIO GmbH,,,,,,,,,,,,,,,,,True
867,Energie Calw GmbH,,,,,,,,,,,,,,,,,True
868,Energie Nordeifel GmbH & Co. KG,,,,,,,,,,,,,,,,,True
869,Energie Rellingen - eine Marke der Stadtwerke Elmshorn,,,,,,,,,,,,,,,,,True
870,Energie SaarLorLux AG,,,,,,,,,,,,,,,,,True
871,Energie Sachsenheim GmbH & Co. KG,,,,,,,,,,,,,,,,,True
872,Energie und Wasser Waldbröl GmbH,,,,,,,,,,,,,,,,,True
873,Energie und Wasserversorgung Aktiengesellschaft Kamenz,,,,,,,,,,,,,,,,,True
874,Energie von nebenan - eine Marke der Stadtwerke Herne AG,,,,,,,,,,,,,,,,,True
875,Energieversorgung Alzenau GmbH,,,,,,,,,,,,,,,,,True
876,Energieversorgung Apolda GmbH,,,,,,,,,,,,,,,,,True
877,Energieversorgung Beckum GmbH & Co. KG,,,,,,,,,,,,,,,,,True
878,Energieversorgung Gemünden GmbH,,,,,,,,,,,,,,,,,True
879,Energieversorgung Guben GmbH,,,,,,,,,,,,,,,,,True
880,Energieversorgung Inselsberg GmbH,,,,,,,,,,,,,,,,,True
881,Energieversorgung Klettgau-Rheintal GmbH & Co. KG,,,,,,,,,,,,,,,,,True
882,Energieversorgung Kranenburg GmbH,,,,,,,,,,,,,,,,,True
883,Energieversorgung Marienberg GmbH,,,,,,,,,,,,,,,,,True
884,Energieversorgung Michelfeld GmbH,,,,,,,,,,,,,,,,,True
885,Energieversorgung Pirna GmbH,,,,,,,,,,,,,,,,,True
886,Energieversorgung Rodau GmbH,,,,,,,,,,,,,,,,,True
887,Energieversorgung Rupert Heider & Co. KG,,,,,,,,,,,,,,,,,True
888,Energieversorgung Selb-Marktredwitz GmbH,,,,,,,,,,,,,,,,,True
889,Energiewerk Ortenau Energiegesellschaft GmbH & Co. KG,,,,,,,,,,,,,,,,,True
890,energis GmbH,,,,,,,,,,,,,,,,,True
891,enerSwitch - eine Marke der EWV Energie- und Wasser-Versorgung GmbH Stolberg,,,,,,,,,,,,,,,,,True
892,enno energie GmbH,,,,,,,,,,,,,,,,,True
893,ENPURE - eine Marke der Vattenfall Real Estate Energy Sales GmbH,,,,,,,,,,,,,,,,,True
894,Enspire Energie - eine Marke der Stadtwerke Konstanz GmbH,,,,,,,,,,,,,,,,,True
895,ENSTROGA AG,,,,,,,,,,,,,,,,,True
896,Erdgas Mittelsachsen GmbH,,,,,,,,,,,,,,,,,True
897,Erdgas Schwaben GmbH,,,,,,,,,,,,,,,,,True
898,Erdgas Südwest GmbH,,,,,,,,,,,,,,,,,True
899,Erenja - eine Marke der Gelsenwasser AG,,,,,,,,,,,,,,,,,True
900,ErmstalEnergie Dettingen an der Erms GmbH & CO. KG,,,,,,,,,,,,,,,,,True
901,EUROGATE Technical Services GmbH,,,,,,,,,,,,,,,,,True
902,EVE EnergieVersorgung Elbtalaue GmbH,,,,,,,,,,,,,,,,,True
903,EVI Energieversorgung Hildesheim GmbH & Co. KG,,,,,,,,,,,,,,,,,True
904,EVS Energieversorgung Schmalkalden GmbH,,,,,,,,,,,,,,,,,True
905,EVU Langenpreising,,,,,,,,,,,,,,,,,True
906,EVU Späth e.K,,,,,,,,,,,,,,,,,True
907,EW Eichsfeldgas GmbH,,,,,,,,,,,,,,,,,True
908,EW Geiger GmbH,,,,,,,,,,,,,,,,,True
909,E-Werk Gerolsheim,,,,,,,,,,,,,,,,,True
910,EWR AG,,,,,,,,,,,,,,,,,True
911,ExtraEnergie GmbH,,,,,,,,,,,,,,,,,True
912,FaNergie - eine Marke der Stadtwerke Freiberg am Neckar Vertriebs-GmbH,,,,,,,,,,,,,,,,,True
913,FischerStrom KG,,,,,,,,,,,,,,,,,True
914,Fohlenstrom - eine Marke der NEW Niederrhein Energie und Wasser GmbH,,,,,,,,,,,,,,,,,True
915,friesenenergie GmbH,,,,,,,,,,,,,,,,,True
916,Fulda-Eder Energie GmbH & Co. KG - eine Marke der Städtische Werke Kassel AG,,,,,,,,,,,,,,,,,True
917,fünfwerke GmbH & Co. KG,,,,,,,,,,,,,,,,,True
918,Fürstlich Fugger v. Glött'sche E-Werks GmbH & Co. KG,,,,,,,,,,,,,,,,,True
919,Fuxx-Die Sparenergie GmbH,,,,,,,,,,,,,,,,,True
920,Gammertinger Energie- und Wasserversorgung GmbH,,,,,,,,,,,,,,,,,True
921,GAS IN GmbH,,,,,,,,,,,,,,,,,True
922,Gas- und Energiegenossenschaft Ost- und Mitteldeutschland eG,,,,,,,,,,,,,,,,,True
923,Gas- und Wärmedienst Börnsen GmbH,,,,,,,,,,,,,,,,,True
924,GASAG AG,,,,,,,,,,,,,,,,,True
925,Gasversorgungsgesellschaft mbH Rhein-Erft (GVG),,,,,,,,,,,,,,,,,True
926,Gebrüder Miller KG Elektrizitätsversorgung,,,,,,,,,,,,,,,,,True
927,Gemeinde-Elektrizitäts- und Wasserwerk-Werk Burtenbach,,,,,,,,,,,,,,,,,True
928,Gemeindewerk Kaufungen GmbH & Co. KG - eine Marke der Städtische Werke AG Kassel,,,,,,,,,,,,,,,,,True
